,titulo,endereco,preco,quartos,suites,banheiros,vagas,privativos,total,infra,coordenadas,link
248,Apartamento 2 Quartos São João 71m²,"Rua João Ladislau Tabalipa, 455, São João - Itajaí/SC","R$ 573.921,75",2,1,2,1,71 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Guarita', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9011733, -48.6739564&zoom=16",https://maximoveis.com.br/imovel/11176/apartamento-2-quartos-garden-club-sao-joao-itajai/
249,Apartamento 2 Quartos Praia Brava 64m²,"Rua Braúlio Werner, 193, Praia Brava - Itajaí/SC","R$ 920.000,00",2,1,2,1,64 M2,129 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Jardim', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.948424, -48.643097&zoom=16",https://maximoveis.com.br/imovel/7985/apartamento-2-quartos-brava-hill-residence-praia-brava-itajai/
250,Apartamento 4 Quartos Fazenda 222m²,"Rua Jorge Tzachel, 442, Fazenda - Itajaí/SC","R$ 4.170.000,00",4,4,6,4,222 M2,,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9291822, -48.6479907&zoom=16",https://maximoveis.com.br/imovel/10854/apartamento-4-quartos-skyline-fazenda-itajai/
251,Apartamento 4 Quartos Praia Brava 361m²,"Rua Delfim Mário Pádua Peixoto, 1540, Praia Brava - Itajaí/SC","R$ 9.615.000,00",4,4,4,4,361 M2,578 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9540923, -48.63145220000001&zoom=16",https://maximoveis.com.br/imovel/9352/apartamento-4-quartos-riva-praia-brava-itajai/
252,Apartamento 2 Quartos São João 71m²,"Rua João Ladislau Tabalipa, 455, São João - Itajaí/SC","R$ 550.008,00",2,1,2,1,71 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Guarita', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9011733, -48.6739564&zoom=16",https://maximoveis.com.br/imovel/11173/apartamento-2-quartos-garden-club-sao-joao-itajai/
253,Apartamento 2 Quartos Fazenda 112m²,"Rua Gregório Chaves, 29, Fazenda - Itajaí/SC","R$ 1.122.811,77",2,1,2,2,112 M2,147 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200722, -48.65487090000001&zoom=16",https://maximoveis.com.br/imovel/10705/apartamento-2-quartos-le-havre-residence-fazenda-itajai/
254,Apartamento 3 Quartos Centro 155m²,"Rua Lauro Muller, 538, Centro - Itajaí/SC","R$ 2.783.000,00",3,3,4,3,155 M2,251 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9098664, -48.6548531&zoom=16",https://maximoveis.com.br/imovel/8829/apartamento-3-quartos-marechiaro-residencial-centro-itajai/
255,Apartamento 2 Quartos Centro 80m²,"Rua Pereira Neto, 189, Centro - Itajaí/SC","R$ 745.000,00",2,2,3,2,80 M2,125 M2,"['Brinquedoteca', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.906686, -48.6675619&zoom=16",https://maximoveis.com.br/imovel/12426/apartamento-2-quartos-lottus-residence-centro-itajai/
256,Apartamento 2 Quartos Vila Operária 168m²,"Rua Carlos Seara, 689, Vila Operária - Itajaí/SC","R$ 870.000,00",2,1,2,2,168 M2,210 M2,"['Elevador', 'Interfone', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9121033, -48.6710267&zoom=16",https://maximoveis.com.br/imovel/12643/apartamento-2-quartos-villa-vitta-vila-operaria-itajai/
257,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 210.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12703/apartamento-2-quartos-luna-bella-itaipava-itajai/
258,Apartamento 2 Quartos Centro 77m²,"Rua Uruguai, 716, Centro - Itajaí/SC","R$ 800.000,00",2,1,2,2,77 M2,120 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9159496, -48.6592326&zoom=16",https://maximoveis.com.br/imovel/10056/apartamento-2-quartos-monte-solaro-centro-itajai/
259,Apartamento 3 Quartos Praia Brava 115m²,"Rua Otacílio Da Silva Costa, 198, Praia Brava - Itajaí/SC","R$ 2.690.000,00",3,1,3,2,115 M2,160 M2,"['Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.958931, -48.6309&zoom=16",https://maximoveis.com.br/imovel/12653/apartamento-3-quartos-porto-madeiro-praia-brava-itajai/
260,Apartamento 3 Quartos Fazenda 107m²,"Rua Galdino Gerônimo Vieira, 132, Fazenda - Itajaí/SC","R$ 1.058.600,00",3,1,2,2,107 M2,171 M2,"['Espaço Gourmet', 'Guarita', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9241745, -48.6485413&zoom=16",https://maximoveis.com.br/imovel/9710/apartamento-3-quartos-residencial-paradiso-del-mare-fazenda-itajai/
261,Apartamento 3 Quartos Praia Brava 90m²,"Rua Miguel Francisco Borges, 22, Praia Brava - Itajaí/SC","R$ 2.000.000,00",3,1,2,2,90 M2,127 M2,"['Elevador', 'Interfone', 'Salão de Festas', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9571321, -48.6314368&zoom=16",https://maximoveis.com.br/imovel/12636/apartamento-3-quartos-brava-22-praia-brava-itajai/
262,Apartamento 3 Quartos Dom Bosco 79m²,"Rua Ulisses Machado Dutra, 78, Dom Bosco - Itajaí/SC","R$ 723.482,16",3,1,2,2,79 M2,102 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Segurança Patrimonial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9169583, -48.67202690000001&zoom=16",https://maximoveis.com.br/imovel/8994/apartamento-3-quartos-mabrem-san-marino-dom-bosco-itajai/
263,Apartamento 3 Quartos Centro 167m²,"Rua Lauro Muller, 538, Centro - Itajaí/SC","R$ 2.200.000,00",3,3,5,3,167 M2,270 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9098664, -48.6548531&zoom=16",https://maximoveis.com.br/imovel/7534/apartamento-3-quartos-marechiaro-residencial-centro-itajai/
264,Apartamento 3 Quartos Nações 81m²,"Rua Áustria, 144, Nações - Balneário Camboriú/SC","R$ 988.850,82",3,1,2,2,81 M2,81 M2,"['Bicicletário', 'Brinquedoteca', 'Elevador', 'Gás Central', 'Interfone', 'Sala Fitness', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9874667, -48.6429852&zoom=16",https://maximoveis.com.br/imovel/11310/apartamento-3-quartos-plaza-viena-na%C3%A7oes-balneario-camboriu/
265,Apartamento 2 Quartos Vila Operária 74m²,"Rua Duque De Caxias, 375, Vila Operária - Itajaí/SC","R$ 595.440,00",2,1,2,1,74 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9107435, -48.6730925&zoom=16",https://maximoveis.com.br/imovel/12862/apartamento-2-quartos-duque-3751-vila-operaria-itajai/
266,Apartamento 2 Quartos Fazenda 90m²,"Rua Gregório Chaves, 29, Fazenda - Itajaí/SC","R$ 919.639,46",2,2,3,2,90 M2,164 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200722, -48.65487090000001&zoom=16",https://maximoveis.com.br/imovel/10704/apartamento-2-quartos-le-havre-residence-fazenda-itajai/
267,Apartamento 2 Quartos Meia Praia 68m²,"Avenida Radial Ivo Silveira, 613, Meia Praia - Navegantes/SC","R$ 466.740,00",2,1,2,1,68 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.866864, -48.644688&zoom=16",https://maximoveis.com.br/imovel/11867/apartamento-2-quartos-sunset-residence-meia-praia-navegantes/
268,Apartamento 2 Quartos Centro 70m²,"Rua Franklin Máximo Pereira, 274, Centro - Itajaí/SC","R$ 650.000,00",2,1,2,1,70 M2,,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9124355, -48.6650917&zoom=16",https://maximoveis.com.br/imovel/12432/apartamento-2-quartos-fontana-della-barcaccia-centro-itajai/
269,Apartamento 3 Quartos Vila Operária 96m²,"Rua Carlos Seara, 650, Vila Operária - Itajaí/SC","R$ 550.000,00",3,1,2,1,96 M2,121 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9119723, -48.6713517&zoom=16",https://maximoveis.com.br/imovel/12121/apartamento-3-quartos-edificio-residencial-fernanda-e-daniel-vila-operaria-itajai/
270,Apartamento 2 Quartos Praia Brava 96m²,"Rua Delfim Mário Pádua Peixoto, 1128, Praia Brava - Itajaí/SC","R$ 3.000.000,00",2,2,3,1,96 M2,179 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9510496, -48.6309428&zoom=16",https://maximoveis.com.br/imovel/10472/apartamento-2-quartos-brava-arts-praia-brava-itajai/
271,Apartamento 3 Quartos Praia Brava 167m²,"Rua Conselheiro Júlio Kumm, 563, Praia Brava - Itajaí/SC","R$ 2.679.200,00",3,3,4,2,167 M2,244 M2,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9529509, -48.634561&zoom=16",https://maximoveis.com.br/imovel/10691/apartamento-3-quartos-residencial-dusseldorf-praia-brava-itajai/
272,Apartamento 3 Quartos Praia Brava 169m²,"Rua Conselheiro Júlio Kumm, 563, Praia Brava - Itajaí/SC","R$ 2.713.440,00",3,3,4,2,169 M2,247 M2,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9529509, -48.634561&zoom=16",https://maximoveis.com.br/imovel/10690/apartamento-3-quartos-residencial-dusseldorf-praia-brava-itajai/
273,Apartamento 2 Quartos Fazenda 73m²,"Rua Galdino Gerônimo Vieira, 132, Fazenda - Itajaí/SC","R$ 789.100,00",2,1,2,2,73 M2,117 M2,"['Espaço Gourmet', 'Guarita', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9241745, -48.6485413&zoom=16",https://maximoveis.com.br/imovel/9709/apartamento-2-quartos-residencial-paradiso-del-mare-fazenda-itajai/
274,Apartamento 2 Quartos Centro 71m²,"Rua Juvenal Garcia, 400, Centro - Itajaí/SC","R$ 816.000,00",2,2,3,2,71 M2,,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9147098, -48.6655161&zoom=16",https://maximoveis.com.br/imovel/10497/apartamento-2-quartos-maiori-centro-itajai/
275,Apartamento 2 Quartos Centro 71m²,"Rua Arnaldo Passos, 167, Centro - Navegantes/SC","R$ 550.000,00",2,1,2,1,71 M2,,"['Elevador', 'Porteiro Eletrônico']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8978011, -48.64518580000001&zoom=16",https://maximoveis.com.br/imovel/12665/apartamento-2-quartos-residencial-sea-paradise-centro-navegantes/
276,Apartamento 3 Quartos Centro 102m²,"Rua Honorato Coelho Da Rocha, 95, Centro - Navegantes/SC","R$ 940.000,00",3,1,3,2,102 M2,173 M2,"['Circuito Fechado de TV', 'Elevador', 'Elevador de Serviço', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9012285, -48.6446762&zoom=16",https://maximoveis.com.br/imovel/11409/apartamento-3-quartos-residencial-ilha-de-malta-centro-navegantes/
277,Apartamento 3 Quartos Centro 109m²,"Rua Brasília, 305, Centro - Navegantes/SC","R$ 1.100.000,00",3,1,3,2,109 M2,,"['Elevador', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8983802, -48.6462306&zoom=16",https://maximoveis.com.br/imovel/11476/apartamento-3-quartos-giardino-di-cezanne-centro-navegantes/
278,Apartamento 3 Quartos Centro 115m²,"Rua 1201, 360, Centro - Balneário Camboriú/SC","R$ 1.900.000,00",3,3,4,3,115 M2,,"['Elevador', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9793034, -48.6384938&zoom=16",https://maximoveis.com.br/imovel/12877/apartamento-3-quartos-dom-pablo-centro-balneario-camboriu/
279,Apartamento 3 Quartos Meia Praia 80m²,"Rua Vereador Thimóteo Goes Rebelo, 480, Meia Praia - Navegantes/SC","R$ 395.000,00",3,1,1,2,80 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8617705000000000, -48.6459121000000000&zoom=16",https://maximoveis.com.br/imovel/10302/apartamento-3-quartos-meia-praia-navegantes/
280,Apartamento 4 Quartos Pioneiros 136m²,"Rua Miguel Matte, 390, Pioneiros - Balneário Camboriú/SC","R$ 2.850.000,00",4,4,4,2,136 M2,253 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Gás Central', 'Heliponto', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9696477, -48.6357455&zoom=16",https://maximoveis.com.br/imovel/12273/apartamento-4-quartos-costa-esmeralda-residencial-bc-pioneiros-balneario-camboriu/
281,Apartamento 3 Quartos Fazenda 120m²,"Rua Camboriú, 1012, Fazenda - Itajaí/SC","R$ 1.350.000,00",3,1,3,2,120 M2,147 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Estacionamento', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9164732, -48.6542562&zoom=16",https://maximoveis.com.br/imovel/11466/apartamento-3-quartos-areia-branca-fazenda-itajai/
282,Apartamento 3 Quartos Praia Brava 172m²,"Avenida José Medeiros Vieira, 1526, Praia Brava - Itajaí/SC","R$ 6.626.004,38",3,3,4,3,172 M2,235 M2,"['Aquecimento Central', 'Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Playground', 'Portaria', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/8323/apartamento-3-quartos-brava-villi-praia-brava-itajai/
283,Apartamento 1 Quarto Praia Brava 63m²,"Rua Valdir Martins, 26, Praia Brava - Itajaí/SC","R$ 780.000,00",1,,1,1,63 M2,75 M2,"['Interfone', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9544489, -48.6389793&zoom=16",https://maximoveis.com.br/imovel/12550/apartamento-1-quarto-brava-blue-praia-brava-itajai/
284,Apartamento 1 Quarto Centro 34m²,"Rua Uruguai, 45, Centro - Itajaí/SC","R$ 560.000,00",1,,1,,34 M2,55 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Jogos', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9087827, -48.6646308&zoom=16",https://maximoveis.com.br/imovel/11872/apartamento-1-quarto-hub-45-centro-itajai/
285,Apartamento 2 Quartos Fazenda 73m²,"Rua João Wollinger, 91, Fazenda - Itajaí/SC","R$ 850.000,00",2,2,3,1,73 M2,114 M2,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9252796, -48.6492404&zoom=16",https://maximoveis.com.br/imovel/12854/apartamento-2-quartos-lago-moraine-fazenda-itajai/
286,Apartamento 2 Quartos Fazenda 65m²,"Rua Telêmaco Pereira Liberato, 100, Fazenda - Itajaí/SC","R$ 850.000,00",2,1,2,2,65 M2,92 M2,"['Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9192172, -48.6523209&zoom=16",https://maximoveis.com.br/imovel/12632/apartamento-2-quartos-plaza-firenze-fazenda-itajai/
287,Apartamento 2 Quartos Centro 72m²,"Rua Corretor Ernesto Assini, 164, Centro - Navegantes/SC","R$ 612.190,00",2,1,2,1,72 M2,,"['Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Estacionamento', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8846221, -48.6434013&zoom=16",https://maximoveis.com.br/imovel/12038/apartamento-2-quartos-modena-residencial-centro-navegantes/
